"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2020-01-31,"Trader's Point","IN","Indianapolis-Carmel-Anderson","Marion County","Indianapolis",2722,1264,-0.0162,0.0291,0.1156,2952
2020-01-31,"McGirts Creek","FL","Jacksonville","Duval County","Jacksonville",2723,1204,-0.011,0.0164,0.0143,1760
2020-01-31,"Community Workers Council","TX","San Antonio-New Braunfels","Bexar County","San Antonio",2724,1036,0.0045,0.0089,0.0298,1469
2020-01-31,"Colonial Heights","NY","New York-Newark-Jersey City","Westchester County","Yonkers",2725,2184,-0.0012,0.0112,0.0259,1587
2020-01-31,"Westside","MT","Missoula","Missoula County","Missoula",2726,1087,-0.0238,-0.0371,0.0367,1869
2020-01-31,"Oakland","KS","Topeka","Shawnee County","Topeka",2727,768,0.0077,-0.0017,0.0315,2500
2020-01-31,"Woodlawn","OR","Portland-Vancouver-Hillsboro","Multnomah County","Portland",2728,1741,-0.0147,-0.0426,0.0445,2417
2020-01-31,"Tamarack Point","CA","San Diego-Carlsbad","San Diego County","Carlsbad",2729,2674,0.0023,0.0156,0.0352,2529
2020-01-31,"Brentwood","FL","Jacksonville","Duval County","Jacksonville",2730,888,0.0027,0.0166,-0.0126,2585
2020-01-31,"Whittier Heights","WA","Seattle-Tacoma-Bellevue","King County","Seattle",2731,2191,0.016,0.0161,0.0385,2199
2020-01-31,"Belle Haven","CA","San Francisco-Oakland-Hayward","San Mateo County","Menlo Park",2732,3358,-0.005,-0.0085,0.0548,1169
2020-01-31,"Old West Austin","TX","Austin-Round Rock","Travis County","Austin",2733,2169,-0.0111,-0.0012,0.0672,3138
2020-01-31,"Gerritsen Beach","NY","New York-Newark-Jersey City","Kings County","New York",2734,2052,-0.0134,-0.0568,-0.0134,2862
2020-01-31,"Alta Vista","MD","Washington-Arlington-Alexandria","Montgomery County","Bethesda",2735,2378,-0.0019,-0.0284,-0.016,2982
2020-01-31,"Overton South","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",2736,1422,-0.0085,-0.0593,-0.0315,1452
2020-01-31,"Alderbrook","WA","Seattle-Tacoma-Bellevue","King County","Federal Way",2737,1698,-0.0241,0.0198,0.0752,1306
2020-01-31,"Hickory Grove","NC","Charlotte-Concord-Gastonia","Mecklenburg County","Charlotte",2738,1289,-0.0043,0.0128,0.0195,2301
2020-01-31,"Coral Ridge","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Fort Lauderdale",2739,2057,-0.0023,0.0103,0.032,4289
2020-01-31,"Stephens","AR","Little Rock-North Little Rock-Conway","Pulaski County","Little Rock",2740,701,0.0019,-0.0004,-0.0016,2083
2020-01-31,"Ridglea Hills","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",2741,1593,-0.0268,-0.0989,-0.1422,1913
2020-01-31,"North Loop","MN","Minneapolis-St. Paul-Bloomington","Hennepin County","Minneapolis",2742,1903,-0.0079,-0.0042,0.0549,3239
2020-01-31,"Groves Lincoln Park","AZ","Tucson","Pima County","Tucson",2743,1010,0.0188,0.0042,0.0582,2135
2020-01-31,"Lincoln Park","WI","Milwaukee-Waukesha-West Allis","Milwaukee County","Milwaukee",2744,759,-0.0039,0.0313,0.0275,1509
2020-01-31,"Victory Heights","WA","Seattle-Tacoma-Bellevue","King County","Seattle",2745,1838,0.0031,0.0056,0.0234,2045
2020-01-31,"Glenview","CA","San Francisco-Oakland-Hayward","Alameda County","Oakland",2746,2999,0.0022,-0.021,-0.0066,1997
2020-01-31,"Raintree","NC","Charlotte-Concord-Gastonia","Mecklenburg County","Charlotte",2747,1693,0.0237,0.0479,0.0801,2516
2020-01-31,"Orem Park","UT","Provo-Orem","Utah County","Orem",2748,1367,0.0041,-0.0163,0.0037,1373
2020-01-31,"American River Canyon North","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Folsom",2749,2290,0.0042,-0.0035,-0.0186,1718
2020-01-31,"Echo Highlands","AL","Birmingham-Hoover","Jefferson County","Birmingham",2750,877,0.0182,0.017,-0.0163,1466
2020-01-31,"Paseo Ranchoero","CA","San Diego-Carlsbad","San Diego County","Chula Vista",2751,2474,0.0117,0.0328,0.0448,1672
2020-01-31,"Hillwood","WA","Seattle-Tacoma-Bellevue","King County","Shoreline",2752,2062,-0.0036,-0.0073,0.0068,1841
2020-01-31,"The Seasons","CA","Bakersfield","Kern County","Bakersfield",2753,1364,0.0132,0.0079,0.0082,1623
2020-01-31,"Aspen","UT","Provo-Orem","Utah County","Orem",2754,1241,-0.0046,-0.0037,0.0095,1591
2020-01-31,"Bayside West","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County","Tampa",2755,1467,-0.004,0.004,0.0526,1974
2020-01-31,"Oakwood","TN","Knoxville","Knox County","Knoxville",2756,1004,0.0012,0.061,0.0474,2425
2020-01-31,"North Broadway","OH","Cleveland-Elyria","Cuyahoga County","Cleveland",2757,841,0.0212,0.0204,0.0289,1833
2020-01-31,"Fruitridge Manor","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Sacramento",2758,1647,0.0013,0.0107,0.04,1660
2020-01-31,"Horseshoe Park","CO","Denver-Aurora-Lakewood","Arapahoe County","Aurora",2759,1673,0.0039,0.021,0.0514,1966
2020-01-31,"East Buffalo","PA","Lewisburg","Union County","Lewisburg",2760,1224,-0.0021,-0.0232,-0.1418,2053
2020-01-31,"South Park","CA","San Diego-Carlsbad","San Diego County","San Diego",2761,2600,0.0127,-0.0143,0.0877,1719
2020-01-31,"Meadowbrook","NY","Syracuse","Onondaga County","Syracuse",2762,1203,0.0132,0.0442,0.0398,2036
2020-01-31,"Terra Del Sol","AZ","Tucson","Pima County","Tucson",2763,988,0.0193,0.0272,0.1026,1934
2020-01-31,"West Sugar Creek-W T Harris Bl","NC","Charlotte-Concord-Gastonia","Mecklenburg County","Charlotte",2764,1351,-0.006,-0.001,0.0418,3427
2020-01-31,"Timmerman West","WI","Milwaukee-Waukesha-West Allis","Milwaukee County","Milwaukee",2765,952,-0.0093,0.0339,0.1425,1047
2020-01-31,"River West","OR","Bend-Redmond","Deschutes County","Bend",2766,2056,-0.0041,0.0189,0.0948,1957
2020-01-31,"Ybor City","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County","Tampa",2767,1210,-0.0031,0.0207,0.0272,1617
2020-01-31,"Rainier Beach","WA","Seattle-Tacoma-Bellevue","King County","Seattle",2768,2069,-0.0074,-0.0246,-0.0061,2582
2020-01-31,"Via Marina","CA","Oxnard-Thousand Oaks-Ventura","Ventura County","Oxnard",2769,2644,0.0028,0.0111,0.0209,1506
2020-01-31,"Lemonwood-Eastmont","CA","Oxnard-Thousand Oaks-Ventura","Ventura County","Oxnard",2770,2519,-0.0011,0.0038,0.026,1114
2020-01-31,"Broadway Pantano East","AZ","Tucson","Pima County","Tucson",2771,1210,0.006,0.014,0.0725,1583
2020-01-31,"Indigo Run","SC","Hilton Head Island-Bluffton-Beaufort","Beaufort County","Hilton Head Island",2772,1999,0.0193,0.026,0.0413,2534
2020-01-31,"Alameda","OR","Portland-Vancouver-Hillsboro","Multnomah County","Portland",2773,1914,-0.008,-0.0287,-0.0836,2341
2020-01-31,"Greenburg Road","OR","Portland-Vancouver-Hillsboro","Washington County","Tigard",2774,1465,0.0093,0.0354,0.0922,1403
2020-01-31,"Longfellow","MN","Minneapolis-St. Paul-Bloomington","Hennepin County","Minneapolis",2775,1466,0.007,0.0186,-0.0116,1564
2020-01-31,"Milan","LA","New Orleans-Metairie","Orleans Parish","New Orleans",2776,1535,-0.0032,-0.0221,0.019,2292
2020-01-31,"Sunset Hill","WA","Seattle-Tacoma-Bellevue","King County","Seattle",2777,2633,0.0148,-0.0061,-0.0008,2312
2020-01-31,"Rimmon Heights","NH","Manchester-Nashua","Hillsborough County","Manchester",2778,1393,-0.008,-0.0018,0.0287,1594
2020-01-31,"Parkville","CT","Hartford-West Hartford-East Hartford","Hartford County","Hartford",2779,1208,-0.0122,-0.0101,0.0098,1251
2020-01-31,"Missionary Ridge","TN","Chattanooga","Hamilton County","Chattanooga",2780,893,-0.0102,-0.0124,-0.0114,1404
2020-01-31,"Oak Hill","RI","Providence-Warwick","Providence County","Pawtucket",2781,1323,-0.0109,-0.0348,0.0236,2860
2020-01-31,"Northside","MI","Kalamazoo-Portage","Kalamazoo County","Kalamazoo",2782,1000,-0.0068,-0.0035,0.0587,1568
2020-01-31,"Govalle","TX","Austin-Round Rock","Travis County","Austin",2783,2101,0.0187,0.0291,0.0962,1694
2020-01-31,"Fairhill","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",2784,1056,0.0087,-0.012,0.0167,1910
2020-01-31,"North Loop","TX","Austin-Round Rock","Travis County","Austin",2785,1651,-0.0053,0.0178,0.0512,2780
2020-01-31,"North Grosvenordale","CT","Worcester","Windham County","Thompson",2786,1265,0.0105,-0.0032,0.0312,3107
2020-01-31,"Perris Hills","CA","Riverside-San Bernardino-Ontario","San Bernardino County","San Bernardino",2787,1629,-0.0008,0.0207,0.0541,1146
2020-01-31,"Bryant","WA","Seattle-Tacoma-Bellevue","King County","Seattle",2788,2160,0.0007,-0.0129,0.0122,2032
2020-01-31,"Riverside","MD","Baltimore-Columbia-Towson","Baltimore City","Baltimore",2789,1794,-0.0069,0.0093,0.1288,3540
2020-01-31,"Oakhill","IN","Evansville","Vanderburgh County","Evansville",2790,1197,-0.0151,-0.0858,0.0049,3479
2020-01-31,"Olde Sawmill","OH","Columbus","Franklin County","Columbus",2791,1320,-0.0162,-0.0148,-0.0522,1270
2020-01-31,"Malibar Heights","AL","Mobile","Mobile County","Mobile",2792,936,0.0078,0.0191,-0.0061,1371
2020-01-31,"Marquette","WI","Madison","Dane County","Madison",2793,1616,-0.0032,0.0083,-0.0087,1498
2020-01-31,"North East","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Pasadena",2794,2787,0.012,0.0146,0.0479,2893
2020-01-31,"Astoria Heights","NY","New York-Newark-Jersey City","Queens County","New York",2795,2202,-0.001,0.0008,0.0108,1732
2020-01-31,"Highland Park","GA","Augusta-Richmond County","Richmond County","Augusta",2796,871,0.0154,0.0424,0.1484,1436
2020-01-31,"Webber-Camden","MN","Minneapolis-St. Paul-Bloomington","Hennepin County","Minneapolis",2797,1307,-0.013,-0.0223,0.0086,1854
2020-01-31,"Old Savannah","GA","Augusta-Richmond County","Richmond County","Augusta",2798,871,0.0093,0.019,0.1767,2264
2020-01-31,"Matthews Beach","WA","Seattle-Tacoma-Bellevue","King County","Seattle",2799,2035,-0.0102,-0.0181,-0.0323,2671
2020-01-31,"Roxhill","WA","Seattle-Tacoma-Bellevue","King County","Seattle",2800,1975,-0.0134,-0.0342,-0.038,1578
2020-01-31,"Upper B Street","CA","San Francisco-Oakland-Hayward","Alameda County","Hayward",2801,2671,0.0128,0.0379,0.0505,1427
2020-01-31,"Landover Sharmel","WA","Portland-Vancouver-Hillsboro","Clark County","Vancouver",2802,1642,-0.0014,-0.014,0.0221,1234
2020-01-31,"Union Station","CO","Denver-Aurora-Lakewood","Denver County","Denver",2803,2373,0.0002,0.0064,0.0602,5568
2020-01-31,"Glenrose Heights","GA","Atlanta-Sandy Springs-Roswell","Fulton County","Atlanta",2804,1309,0.002,-0.0075,0.0092,1466
2020-01-31,"South Beacon Hill","WA","Seattle-Tacoma-Bellevue","King County","Seattle",2805,1971,-0.0265,-0.05,-0.0349,1683
2020-01-31,"Barton Chapel","GA","Augusta-Richmond County","Richmond County","Augusta",2806,893,0.0056,0.0143,0.1186,1834
2020-01-31,"Becton Park","NC","Charlotte-Concord-Gastonia","Mecklenburg County","Charlotte",2807,1316,0.0123,0.0229,0.0424,2421
2020-01-31,"Pheasant Run","CO","Denver-Aurora-Lakewood","Arapahoe County","Aurora",2808,1738,0.0068,0.0272,0.1019,1682
2020-01-31,"Merion Village","OH","Columbus","Franklin County","Columbus",2809,1195,0.003,0.0275,0.0311,2512
2020-01-31,"Crestview","TX","Austin-Round Rock","Travis County","Austin",2810,1537,-0.0103,0.0374,0.0718,2681
2020-01-31,"Midtown Phillips","MN","Minneapolis-St. Paul-Bloomington","Hennepin County","Minneapolis",2811,1545,0.0237,0.0592,0.0563,1015
2020-01-31,"Campus Farm","AZ","Tucson","Pima County","Tucson",2812,1230,-0.0019,0.0102,0.0583,1595
2020-01-31,"East Biloxi","MS","Gulfport-Biloxi-Pascagoula","Harrison County","Biloxi",2813,1034,0.0092,0.0091,0.031,3080
2020-01-31,"Princeton North","NJ","Trenton","Mercer County","Princeton",2814,3055,0.0135,-0.0131,0.0566,1853
2020-01-31,"Fairlane","MO","Kansas City","Jackson County","Kansas City",2815,938,0.0081,0.0234,0.0202,1724
2020-01-31,"Parkmont","CA","San Francisco-Oakland-Hayward","Alameda County","Fremont",2816,3062,-0.0096,-0.0193,-0.0202,1528
2020-01-31,"Northland-Lyceum","NY","Rochester","Monroe County","Rochester",2817,1101,0.0267,0.0265,0.061,1587
2020-01-31,"West Gate","OH","Toledo","Lucas County","Toledo",2818,1018,-0.006,-0.0297,0.0736,1751
2020-01-31,"Pettit-Rudisill","IN","Fort Wayne","Allen County","Fort Wayne",2819,640,0.0173,0.0426,0.0551,2203
2020-01-31,"Presidential Park","CA","Riverside-San Bernardino-Ontario","Riverside County","Riverside",2820,2074,0.0113,0.0223,0.0774,1388
2020-01-31,"Bay Farm Island","CA","San Francisco-Oakland-Hayward","Alameda County","Alameda",2821,3352,0.0024,0.0028,-0.0005,2569
2020-01-31,"Kaisertown","NY","Buffalo-Cheektowaga-Niagara Falls","Erie County","Buffalo",2822,855,-0.0015,-0.0044,0.0124,2220
2020-01-31,"Riverbend","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County","Tampa",2823,1281,-0.001,0.005,0.0305,1620
2020-01-31,"King Gardens","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Miami Gardens",2824,1838,0.0121,0.0128,0.0188,1537
2020-01-31,"Country Club","CA","Stockton-Lodi","San Joaquin County","Stockton",2825,1634,0.0168,0.0177,0.0498,1458
2020-01-31,"Bingham","MO","Springfield","Greene County","Springfield",2826,794,0.0221,0.0448,0.1103,1889
2020-01-31,"Belview Heights","AL","Birmingham-Hoover","Jefferson County","Birmingham",2827,777,0.0284,0.0502,-0.0427,2461
2020-01-31,"Jefferson-Woodlawn Lake","TX","San Antonio-New Braunfels","Bexar County","San Antonio",2828,1104,0.0068,-0.0218,-0.0301,1876
2020-01-31,"Blue Hills","MO","Kansas City","Jackson County","Kansas City",2829,825,0.0027,0.0207,0.0486,2831
2020-01-31,"Roberts","TX","El Paso","El Paso County","El Paso",2830,964,0.0114,0.0206,0.0032,1027
2020-01-31,"Mesa Grande","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Mesa",2831,1382,0.0002,0.0001,0.0746,1805
2020-01-31,"Grand Lake","CA","San Francisco-Oakland-Hayward","Alameda County","Oakland",2832,2875,-0.0038,-0.0219,-0.0038,1525
2020-01-31,"Foothills Junction","CA","Sacramento--Roseville--Arden-Arcade","Placer County","Roseville",2833,2064,-0.0066,-0.0193,0.0336,2102
2020-01-31,"Ghent","VA","Virginia Beach-Norfolk-Newport News","Norfolk City","Norfolk",2834,1436,-0.0024,-0.0014,0.0282,2020
2020-01-31,"Lakeside Park","AZ","Tucson","Pima County","Tucson",2835,1150,0.0071,0.003,0.0301,1809
2020-01-31,"West Wood","OH","Dayton","Montgomery County","Dayton",2836,657,0.0026,0.0076,-0.0054,3003
2020-01-31,"Central Business District","CA","San Francisco-Oakland-Hayward","San Mateo County","San Mateo",2837,3450,-0.004,-0.0029,0.012,1299
2020-01-31,"Richmond Highlands","WA","Seattle-Tacoma-Bellevue","King County","Shoreline",2838,2241,0.0094,-0.0018,-0.0075,1705
2020-01-31,"Arbor Heights","WA","Seattle-Tacoma-Bellevue","King County","Seattle",2839,1930,-0.0236,-0.0478,-0.0468,2355
2020-01-31,"Roland Park","MD","Baltimore-Columbia-Towson","Baltimore City","Baltimore",2840,1535,-0.0244,-0.0124,-0.0136,1126
2020-01-31,"Puget","WA","Bellingham","Whatcom County","Bellingham",2841,1652,-0.0031,0.0209,0.1216,1750
2020-01-31,"Georgetown","IN","South Bend-Mishawaka","Saint Joseph County","South Bend",2842,1302,0.0209,-0.0052,0.0035,1685
2020-01-31,"Charlotte Park","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson County","Nashville",2843,1539,0.0158,0.0451,0.0515,2126
2020-01-31,"Media","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Burbank",2844,2819,-0.0146,0.0008,0.0175,1415
2020-01-31,"Clinton","NE","Lincoln","Lancaster County","Lincoln",2845,950,-0.006,-0.0204,0.0186,1482
2020-01-31,"Maedgen Area","TX","Lubbock","Lubbock County","Lubbock",2846,1049,-0.0029,0.0117,0.066,1758
2020-01-31,"Muirfield Village","OH","Columbus","Franklin County","Dublin",2847,2429,-0.0109,0.021,0.1521,2500
2020-01-31,"Calavera Hills","CA","San Diego-Carlsbad","San Diego County","Carlsbad",2848,2727,0.0038,0.0072,0.0443,2770
2020-01-31,"North Lake Waco","TX","Waco","McLennan County","Waco",2849,1262,0.0271,0.0796,0.0661,3324
2020-01-31,"Rio Lindo","CA","Oxnard-Thousand Oaks-Ventura","Ventura County","Oxnard",2850,2681,0.0001,0.0176,0.0661,1330
2020-01-31,"Bliss Corner","MA","Providence-Warwick","Bristol County","Dartmouth",2851,1459,-0.0047,0.0667,0.0007,1984
2020-01-31,"Walden","FL","Pensacola-Ferry Pass-Brent","Escambia County","Pensacola",2852,1037,0.0111,0.0407,0.0898,1408
2020-01-31,"Scott Lake","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Miami Gardens",2853,1794,0.007,-0.0087,-0.0071,1668
2020-01-31,"South Lubbock","TX","Lubbock","Lubbock County","Lubbock",2854,1073,0.0145,0.028,0.0429,1918
2020-01-31,"JeffVanderLou","MO","St. Louis","Saint Louis City","Saint Louis",2855,876,-0.0027,0.0231,-0.0003,1380
2020-01-31,"Highland Park","CT","Hartford-West Hartford-East Hartford","Hartford County","Manchester",2856,1324,0.0013,0.0021,-0.0174,3468
2020-01-31,"Euclid Green","OH","Cleveland-Elyria","Cuyahoga County","Cleveland",2857,737,-0.0053,-0.0074,-0.0502,1811
2020-01-31,"Montrose","MA","Boston-Cambridge-Newton","Middlesex County","Wakefield",2858,2418,0.0083,0.0258,0.0484,1795
2020-01-31,"Sunset Ridge","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County","Lake Worth",2859,1464,-0.0155,-0.0187,-0.0162,1555
2020-01-31,"Southmoor Park","CO","Denver-Aurora-Lakewood","Denver County","Denver",2860,2176,-0.0077,0.0167,0.0952,1787
2020-01-31,"Cobblestone","FL","Jacksonville","Duval County","Jacksonville",2861,1419,0.0064,0.022,0.0205,1682
2020-01-31,"Lynwood Hills","CA","San Diego-Carlsbad","San Diego County","Chula Vista",2862,2733,0.0009,0.0154,0.1031,1583
2020-01-31,"East Lake","TN","Chattanooga","Hamilton County","Chattanooga",2863,856,-0.0014,0.0045,0.0321,1624
2020-01-31,"Montclair","GA","Augusta-Richmond County","Richmond County","Augusta",2864,1162,0.0051,0.0225,0.0673,2404
2020-01-31,"Shurtleff","CA","Napa","Napa County","Napa",2865,2561,-0.0022,0.0033,0.0137,1439
2020-01-31,"Sycamore","MO","Kansas City","Jackson County","Independence",2866,974,-0.0048,-0.0048,0.0196,2217
2020-01-31,"Upper Laurel","CA","San Francisco-Oakland-Hayward","Alameda County","Oakland",2867,2795,-0.0038,-0.0042,0.0215,1465
2020-01-31,"Madison Park","NC","Charlotte-Concord-Gastonia","Mecklenburg County","Charlotte",2868,1596,0.0074,-0.0029,0.0644,3307
2020-01-31,"South Side CAN","OH","Columbus","Franklin County","Columbus",2869,999,-0.0045,0.0177,0.0227,2302
2020-01-31,"President Park","WA","Seattle-Tacoma-Bellevue","King County","Renton",2870,1951,-0.0056,-0.0009,0.0133,1897
2020-01-31,"Oxford","IN","Fort Wayne","Allen County","Fort Wayne",2871,644,0.0022,0.032,0.0505,1933
2020-01-31,"Irvington","MD","Baltimore-Columbia-Towson","Baltimore City","Baltimore",2872,1182,0.0048,-0.0037,-0.0125,1297
2020-01-31,"Bowie","TX","Lubbock","Lubbock County","Lubbock",2873,1158,-0.0226,-0.0104,0.0449,1481
2020-01-31,"Browns Road","NC","Charlotte-Concord-Gastonia","Mecklenburg County","Charlotte",2874,1475,-0.0039,0.0082,0.0228,2162
2020-01-31,"Woodridge","DC","Washington-Arlington-Alexandria","District of Columbia","Washington",2875,2104,-0.0115,-0.0657,-0.0647,1728
2020-01-31,"Willamette","OR","Portland-Vancouver-Hillsboro","Clackamas County","West Linn",2876,1854,0.0013,0.008,0.0407,2423
2020-01-31,"Aggasiz - Harvard North","MA","Boston-Cambridge-Newton","Middlesex County","Cambridge",2877,2863,-0.0266,-0.0611,0.0256,1090
2020-01-31,"East Hyde Park","IL","Chicago-Naperville-Elgin","Cook County","Chicago",2878,1568,-0.0179,0.0163,0.0028,3823
2020-01-31,"Sherwood Forest","FL","Jacksonville","Duval County","Jacksonville",2879,1006,-0.0122,0.0203,0.0684,2040
2020-01-31,"Francisville","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",2880,1718,0.0122,0.0155,-0.0139,2758
2020-01-31,"Highlands","NJ","New York-Newark-Jersey City","Monmouth County","Middletown Township",2881,2070,-0.0026,-0.0167,-0.0124,2626
2020-01-31,"Rosedale","TX","Austin-Round Rock","Travis County","Austin",2882,1691,0.0083,0.0232,0.0404,2309
2020-01-31,"Crest Drive","OR","Eugene","Lane County","Eugene",2883,1617,0.009,-0.0236,-0.0097,2456
2020-01-31,"Huffman","AL","Birmingham-Hoover","Jefferson County","Birmingham",2884,891,0.0099,0.0114,-0.0339,1717
2020-01-31,"Fulton River District","IL","Chicago-Naperville-Elgin","Cook County","Chicago",2885,2134,0.0064,0.0192,0.0082,7178
2020-01-31,"Dower","WA","Seattle-Tacoma-Bellevue","Pierce County","Lakewood",2886,1686,0.0017,0.0167,0.0633,2049
2020-01-31,"Southside","NH","Manchester-Nashua","Hillsborough County","Manchester",2887,1453,-0.0134,0.0174,0.0309,2282
2020-01-31,"Rose Park","MT","Missoula","Missoula County","Missoula",2888,1080,0.0105,-0.0322,0.052,1757
2020-01-31,"University Hills","TX","Austin-Round Rock","Travis County","Austin",2889,1536,-0.0023,-0.0007,0.0128,1490
2020-01-31,"Belle Harbor","NY","New York-Newark-Jersey City","Queens County","New York",2890,2181,-0.0123,-0.0124,0.0009,2110
2020-01-31,"Lindsay Park","WI","Milwaukee-Waukesha-West Allis","Milwaukee County","Milwaukee",2891,888,-0.0008,-0.007,0.0864,1161
2020-01-31,"Solar Village-Mid-Unser","NM","Albuquerque","Sandoval County","Rio Rancho",2892,1274,0,0.0059,0.0504,2131
2020-01-31,"Stadium District","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",2893,1375,-0.0003,0.0105,0.0289,2035
2020-01-31,"White Rock","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Rancho Cordova",2894,1675,-0.0033,0.0086,0.0736,1252
2020-01-31,"Park View","DC","Washington-Arlington-Alexandria","District of Columbia","Washington",2895,2511,0.0053,0.0147,0.0204,1819
2020-01-31,"National Hills","GA","Augusta-Richmond County","Richmond County","Augusta",2896,1136,0.0132,0.0523,0.0948,1464
2020-01-31,"Wells-Goodfellow","MO","St. Louis","Saint Louis City","Saint Louis",2897,704,-0.0099,0.0074,-0.0312,2023
2020-01-31,"Keeling","AZ","Tucson","Pima County","Tucson",2898,885,0.0171,-0.0043,0.0556,1134
2020-01-31,"Sonterra-Stone Oak","TX","San Antonio-New Braunfels","Bexar County","San Antonio",2899,1633,-0.009,-0.0197,-0.086,1711
2020-01-31,"Sterling Hills","CO","Denver-Aurora-Lakewood","Arapahoe County","Aurora",2900,1935,0.0176,0.031,0.0178,2437
2020-01-31,"Downtown","IN","Elkhart-Goshen","Elkhart County","Elkhart",2901,795,0.0028,0.0323,0.029,1371
2020-01-31,"The North End","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City","Virginia Beach",2902,2992,-0.0055,-0.0342,0.0132,4183
2020-01-31,"Lake Louise","WA","Seattle-Tacoma-Bellevue","Pierce County","Lakewood",2903,1651,0.0079,0.0213,0.0401,1796
2020-01-31,"Pembroke","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City","Virginia Beach",2904,1822,-0.0028,0.0092,0.0523,1885
2020-01-31,"West Powelton","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",2905,1363,-0.0003,0.018,0.0431,1538
2020-01-31,"North Beach","WA","Seattle-Tacoma-Bellevue","King County","Seattle",2906,2197,0.0017,-0.0165,-0.0352,2274
2020-01-31,"Anacostia","DC","Washington-Arlington-Alexandria","District of Columbia","Washington",2907,1797,-0.0081,-0.0004,0.0171,1161
2020-01-31,"Third World","TX","San Antonio-New Braunfels","Bexar County","San Antonio",2908,1065,0.0036,-0.0104,-0.0254,1621
2020-01-31,"Dean Highland","TX","Waco","McLennan County","Waco",2909,925,0.0206,0.0418,0.0352,1666
2020-01-31,"Glendale","MO","Kansas City","Jackson County","Independence",2910,966,-0.0019,0.0007,0.0162,1453
2020-01-31,"ACCENT","IA","Des Moines-West Des Moines","Polk County","Des Moines",2911,1050,0.0031,-0.0148,0.0389,2046
2020-01-31,"Regency Park","FL","Pensacola-Ferry Pass-Brent","Escambia County","Pensacola",2912,1116,0.0024,0.0216,0.0735,2995
2020-01-31,"Gresham Butte","OR","Portland-Vancouver-Hillsboro","Multnomah County","Gresham",2913,1601,0.0077,0.0334,0.007,2487
2020-01-31,"Monestary Heights","RI","Providence-Warwick","Providence County","Cumberland",2914,1327,-0.0199,-0.0636,0.0025,1753
2020-01-31,"Playa Vista","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",2915,3799,-0.0035,-0.0067,-0.0249,4718
2020-01-31,"Ormond-by-the-Sea","FL","Deltona-Daytona Beach-Ormond Beach","Volusia County","Ormond Beach",2916,1666,-0.0037,-0.0206,-0.009,6631
2020-01-31,"Hidden Springs","CA","Riverside-San Bernardino-Ontario","Riverside County","Moreno Valley",2917,2264,0.0116,0.0296,0.097,2188
2020-01-31,"Mayfair","OK","Oklahoma City","Oklahoma County","Oklahoma City",2918,926,0.001,0.0054,0.0098,1822
2020-01-31,"Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Pompano Beach",2919,2205,-0.0216,-0.0129,0.0052,10824
2020-01-31,"Holland","MN","Minneapolis-St. Paul-Bloomington","Hennepin County","Minneapolis",2920,1363,-0.0025,-0.0386,-0.001,1400
2020-01-31,"Donaldson Terrace","TX","San Antonio-New Braunfels","Bexar County","San Antonio",2921,980,0.0125,-0.0087,-0.0166,1402
2020-01-31,"Whittier","CO","Boulder","Boulder County","Boulder",2922,2451,0.0099,0.0177,0.0222,2336
2020-01-31,"Sunset Hills","KS","Lawrence","Douglas County","Lawrence",2923,982,0.0172,0.0185,0.0281,1513
2020-01-31,"Midtown","CA","San Diego-Carlsbad","San Diego County","San Diego",2924,2887,0.0007,-0.0306,0.0313,1627
2020-01-31,"Cat Hollow","TX","Austin-Round Rock","Williamson County","Round Rock",2925,1764,-0.0156,-0.0161,-0.0144,2042
2020-01-31,"Hoover","OK","Tulsa","Tulsa County","Tulsa",2926,919,-0.0006,0.0017,0.0058,2235
2020-01-31,"39th East","MO","Kansas City","Jackson County","Independence",2927,1047,0.0178,0.0201,0.032,2086
2020-01-31,"Highland Crest","KS","Topeka","Shawnee County","Topeka",2928,761,-0.0004,0.013,0.0447,2022
